"","ids","X.1","textToSend","Means","stanMeans","X","MetaID","treatment","pid_rep","open.ended.response","Topic1","Topic2","Topic3","max_prob123","max_prob12","anger_ra1","anger_ra2","caseid","enthusiasm_ra1","enthusiasm_ra2","fear_ra1","fear_ra2","immigrants_ra1","immigrants_ra2","legal","est1","est2","RunAll","mergeIDs","stanMeansNewSys","stanSDsNewSys","coderMeans","newDocIDS","stanMeansNewSys2","stanSDsNewSys2","stanMeansNewSysPooled","stanSDsNewSysPooled"
"174",6775,172,"wall construction, amnesty",0.05,-4.56017910588071,172,0,0,0.333,"wall construction
amnesty",0.4639562652,0.2997703846,0.2362733502,1,1,0,0,274,0,0,0,1,0,0,0,-1.54158008154266,-0.838484865417248,-1.11398830303042,315,-0.572679603872841,0.32783480128814,0.5,10503,-0.715707605453453,0.378318873585589,-0.688670655058813,0.267476305807229
"175",6776,173,"jobs that no one else will do for a low wage, people that are taken advantage of, and hated for wanting a better life.",0.45,-0.682583628715968,173,0,0,0,"jobs that no one else will do for a low wage, people that are taken advantage of, and hated for wanting a better life.",0.3940963149,0.3072778386,0.2986258464,1,1,0,0,283,1,1,0,1,1,2,0,-0.235930867862331,-0.750980997606042,-0.511748000498702,168,0.159354029002865,0.285930247676075,0.5,10504,-0.0124786777779368,0.333287187423043,0.0846411990304312,0.224253076446223
"176",6777,174,"non us citizens coming over to the us and taking our jobs.",0.45,0.761902187480773,174,0,0,0.833,"non us citizens coming over to the us and taking our jobs.",0.2191179188,0.4021845632,0.378697518,2,2,1,1,427,0,0,1,1,0,0,0,0.254295776312047,-0.113614272916245,0.113406788319301,207,0.309619932497608,0.276826086083738,1,10505,0.554798908760514,0.341190440102513,0.366370976000975,0.235668962950568
"177",6778,175,"the history of this country. this country has a strong history with immigration being a crutial part.",0.2,-4.35168406178967,175,0,0,0.5,"the history of this country. this country has a strong history with immigration being a crutial part.",0.503079067,0.0887517281,0.4081692049,1,1,0,0,187,1,1,0,0,0,0,0,-1.46616679884705,-1.62217151696431,-1.59309217774522,284,-2.28088851070456,0.522162107648894,0,10506,-0.693336032839633,0.325487147898206,-1.35133212510262,0.275617450173823
"178",6779,176,"no one speaks english anymore.  we are giving immigrants free health care.  immigrants do not contribute anything to the economy.  the immigrants immediately send their earnings back home to their country.  i can go on and on and on .............",0.85,2.48513622140999,176,0,1,1,"no one speaks english anymore.  we are giving immigrants free health care.  immigrants do not contribute anything to the economy.  the immigrants immediately send their earnings back home to their country.  i can go on and on and on .............",0.2235178033,0.180144,0.5963381967,3,1,2,2,212,0,0,0,1,0,0,0,0.837747393773793,0.726640464162541,0.762316340631968,208,0.510923534415915,0.274395097063654,0.5,10507,0.789141508546995,0.30966505334486,0.633460905922205,0.220847871416989
"179",6780,177,"illegals getting all the benefits that us americans can't.  they get free medical, which causes met to have to pay $125 and up to visit a doctor due to no insurance which i can't afford.  grandmother who gets less than $600 a month, can't even get food stamps and i see people who can't speak english with hundreds of dollars of groceries all the time.  can't speak english means didn't work here and put into the system like the rest of us.",0.7,2.17580070662551,177,0,1,1,"illegals getting all the benefits that us americans can't.  they get free medical, which causes met to have to pay $125 and up to visit a doctor due to no insurance which i can't afford.  grandmother who gets less than $600 a month, can't even get food stamps and i see people who can't speak english with hundreds of dollars of groceries all the time.  can't speak english means didn't work here and put into the system like the rest of us.",0.0685802463,0.3971942909,0.5342254628,3,2,2,2,97,0,0,0,2,0,0,0,0.732229882380269,0.930889048528343,0.975639836790154,106,1.02680206051801,0.337479501745752,1,10508,1.5896907342712,0.441878937142681,1.3032170014956,0.28326281256296
"180",6781,178,"college students, grad students, foreign motel owners,stolen technology, passports, migrant workers, landscape workers, legal and illegal immigration",0.45,-0.979345290938621,178,0,0,1,"college students, grad students, foreign motel owners,stolen technology, passports, migrant workers, landscape workers, legal and illegal immigration",0.819612914,0.0695234467,0.1108636393,1,1,0,1,18,0,0,0,1,0,0,0,-0.330079913524853,-0.162871951456065,-0.224960894752888,26,0.478828217354608,0.332591420360859,0.5,10509,0.508862269621904,0.328504962157918,0.505626339971218,0.243556127965421
"181",6782,179,"i think its a good thing bc the ones that live n the usa and is legal means we can now have more houses and job and dont have to worry bout them and problems they cause",0.3,-3.29750359275854,179,0,0,0.833,"i think its a good thing bc the ones that live n the usa and is legal means we can now have more houses and job and dont have to worry bout them and problems they cause",0.3916108674,0.2355420229,0.3728471096,1,1,0,0,406,1,1,0,0,0,0,1,-1.10996455989639,-0.99787185474296,-1.12823484805557,133,-0.18914168477339,0.295722990298539,0,10510,-0.794930866544873,0.336516471490614,-0.515150492516329,0.237437139238827
"182",6783,180,"people from other countries coming to the usa to work",0.3,-2.86526092351566,180,0,0,1,"people from other countries coming to the usa to work",0.4072024619,0.0891155726,0.5036819655,3,1,0,0,315,0,0,0,0,0,0,0,-0.965257769877399,-0.987645107151311,-1.06657462542896,229,-1.37720509760154,0.351606450117861,0,10511,-0.971831586374861,0.388651561650913,-1.22152244986461,0.248675311514012
"183",6784,181,"i am not worried about immigration.",0.1,-4.45466893013017,181,0,1,0.66667,"i am not worried about immigration.",0.578571026,0.2401085958,0.1813203782,1,1,0,0,311,0,0,0,0,0,0,0,-1.50682692892149,-1.62464031564823,-1.68803128409068,62,-2.07347352245171,0.557668897105224,0,10512,-2.45765954249812,0.526097232335244,-2.7326172720396,0.514982360482282
"184",6785,182,"i am concerned with citizen benefits being given to illegal aliens who probably are not paying into the system.  this will bankrupt this nation sooner or later.",0.8,2.72452994816352,182,0,1,0.66667,"i am concerned with citizen benefits being given to illegal aliens who probably are not paying into the system.  this will bankrupt this nation sooner or later.",0.4243926366,0.4496691071,0.1259382562,2,2,0,0,285,0,0,1,1,0,0,0,0.911427751823644,0.716591743873013,0.890083331022653,58,0.07654119943784,0.292866180378865,1,10513,0.886692442138846,0.326420023992046,0.579990820464011,0.231545321095548
"185",6786,183,"don't think illegal immagrates who have lived here for years should receive special treatment.  they should still go through the process and become citizens just like anyone else coming to this country.  they've had a free ride and we've paid for it.",0.4,-1.05325307960138,183,0,1,0.66667,"don't think illegal immagrates who have lived here for years should receive special treatment.  they should still go through the process and become citizens just like anyone else coming to this country.  they've had a free ride and we've paid for it.",0.0935153705,0.1160835076,0.790401122,3,2,1,1,229,0,0,0,1,0,0,1,-0.360584520081488,-0.245049545408128,-0.253932545425495,41,0.605535019882241,0.313425548396717,0.5,10514,0.166792058203591,0.316853078741924,0.419498582795075,0.213548585888699
"186",6787,184,"i do not like the ifea of illegal immigration, but i also think it is too difficult to legally get residency in this country, especially if you are seeking asylum from religious persecution.",0.210526315789474,-2.29997916596973,184,0,0,0,"i do not like the ifea of illegal immigration, but i also think it is too difficult to legally get residency in this country, especially if you are seeking asylum from religious persecution.",0.5118312766,0.0591017993,0.4290669241,1,1,0,0,281,0,0,0,1,1,1,1,-0.779936257323276,-0.692490361862531,-0.810550278897322,67,-0.28314365099628,0.264829224926771,0.5,10515,-0.114426246865854,0.318806341980265,-0.267178717677944,0.215251044489625
"187",6788,185,"the construction of the fence along the border. the deaths of people smuggled into the us in unventilated trucks.  people starving or freezing to death in the desert",0.55,-1.06092610008156,185,0,0,0,"the construction of the fence along the border. the deaths of people smuggled into the us in unventilated trucks.  people starving or freezing to death in the desert",0.3383004895,0.0786084409,0.5830910696,3,1,0,0,249,0,0,0,2,1,2,0,-0.35853800059063,0.0434158399671249,-0.0284352748937472,279,-0.0277792767086136,0.273637988897629,1,10516,0.0120772261268696,0.321078677225708,0.0644214379565431,0.207942847810549
"188",6789,186,"schools, hospitals, total infrastructure of our communities",0.45,-0.706967618266659,186,0,1,1,"schools, hospitals, total infrastructure of our communities",0.1121999712,0.798419148,0.0893808808,2,2,0,0,324,0,0,2,2,0,0,0,-0.239184243273942,-0.149762908169852,-0.249797892114711,245,-0.0327491286651107,0.280279002906151,2,10517,0.227221259699395,0.30277522006586,0.142334357067108,0.216751828978195
"189",6790,187,"illegal immigrants coming from mexico, border patrol around texas, california, etc,",0.4,0.328609888766996,187,0,0,1,"illegal immigrants coming from mexico, border patrol around texas, california, etc,",0.6002576593,0.1882493847,0.2114929561,1,1,0,0,110,0,0,0,0,0,0,0,0.110756207452097,-0.584393471340647,-0.239948325906287,87,-0.225379025346042,0.280083139786028,0,10518,0.290567574416335,0.303728722380392,0.0876175352031714,0.217469210486223
"190",6791,188,"border security is lacking. mexicans have no regard for our system of law. washington has let illegal immigration go on, too long",0.7,0.970545086481741,188,0,1,1,"border security is lacking. 
mexicans have no regard for our system of law.
washington has let illegal immigration go on, too long",0.5716176248,0.3239253087,0.1044570665,1,1,1,1,292,0,0,0,2,0,0,0,0.327316582892431,0.616502501224829,0.550457797657004,17,0.0633122196722695,0.301696357827352,1,10519,0.708411902042714,0.355413333580615,0.316870453263452,0.234828128235421
"191",6792,189,"that people who are violent might come over.",0.65,2.96481107718816,189,0,1,0.333,"that people who are violent might come over.",0.2137584832,0.219096313,0.5671452038,3,2,0,0,423,0,0,1,1,0,0,0,0.998121169880356,1.683793235717,1.40933403912769,265,-0.330435354358407,0.284792754076088,1,10520,-0.332769938742306,0.326681697128893,-0.259676249692484,0.222374951161702
"192",6793,190,"illegal, getting services they don't deserve, not learning to speaknglish e",0.85,2.51148916313863,190,0,1,0.833,"illegal, getting services they don't deserve, not learning to speaknglish e",0.1849688711,0.3871494754,0.4278816534,3,2,1,1,265,0,0,1,1,0,0,0,0.848122176735987,-0.025408562065872,0.412263895096959,81,0.571922136412043,0.320712054545963,1,10521,0.0828158962935706,0.322169907024247,0.397647731477744,0.226028298572221
"193",6794,191,"illegal immigration,cost of social services for illegals,cost of illegals without car insurance, lost jobs, crime,",0.8,3.83047590935334,191,0,0,1,"illegal immigration,cost of social services for illegals,cost of illegals without car insurance, lost jobs, crime,",0.1270984306,0.7995717991,0.0733297703,2,2,0,0,358,0,0,2,2,0,0,0,1.28877320667911,0.921511206600704,1.11311737889671,96,1.34241015506312,0.378900062536299,2,10522,1.45668692337516,0.402930203031032,1.55493412127423,0.301656217252301
"194",6795,192,"the current debate centers on illegal immigrants from mexico.  i think our immigration policy should be as stringent as the mexican policy, which makes it extremely difficult for americans to work or live in mexico.",0.3,-2.21492956910449,192,0,0,0.5,"the current debate centers on illegal immigrants from mexico.  i think our immigration policy should be as stringent as the mexican policy, which makes it extremely difficult for americans to work or live in mexico.",0.7200989787,0.0592088239,0.2206921973,1,1,0,1,23,0,0,0,0,0,0,0,-0.745634396143768,-0.216089126309931,-0.373422763508473,281,-0.274814804800306,0.295553187675763,0,10523,-0.814674441864281,0.370826212335315,-0.401599228673733,0.232341594257818
"195",6796,193,"taxes, public services, opportunity.",0.4,-1.08872869456376,193,0,0,0.333,"taxes, public services, opportunity.",0.1585688815,0.7027547991,0.1386763194,2,2,0,0,132,0,1,1,1,0,0,0,-0.369256870322789,-0.514879518008654,-0.448986295372084,260,-0.0348790476748755,0.274787439724601,1,10524,0.0360473740005124,0.293692996338237,0.0112312588079953,0.205880120649449
"196",6797,194,"not well versed.",0.05,-4.70151884379736,194,0,1,0.833,"not well versed.",0.4573711343,0.3411761688,0.201452697,1,1,0,0,218,0,0,0,0,0,0,0,-1.59139303194136,-1.70721528844696,-1.81216064600528,211,-1.22564210272367,0.388507955283218,0,10525,-2.01722954477041,0.555003559557773,-1.62891518965807,0.376465420756298
"197",6798,195,"bad for  every thing,,",0.5,-0.0396082482089496,195,0,1,1,"bad for  every thing,,",0.1606641162,0.7071298778,0.132206006,2,2,0,0,370,0,0,1,1,0,0,0,-0.0176296969099725,1.08287195099149,0.481373761747336,14,-0.733554033802786,0.300186273751638,1,10526,-1.31098655726435,0.444251486142091,-1.04562505977948,0.255709414256187
"198",6799,196,"we have laws on the books why dont we use them. illigals should be deported no exception.",0.35,-2.51404785640666,196,0,0,0.833,"we have laws on the books why dont we use them. illigals should be deported no exception.",0.5598371025,0.1506965297,0.2894663678,1,1,1,1,169,0,0,0,1,0,0,0,-0.850352709099291,0.244451917888767,-0.185434901544175,319,-1.0413583630705,0.327434679560974,0.5,10527,-0.781485343387323,0.338689080918956,-0.883134054161809,0.246392979025627
"199",6800,197,"people form many countries coming to the united states for a better life. learning to speak english;being self supporting and becoming a citizen of the usa. flying one flag,keeping their history a part of their lives,but not forcing their way on everyone else..there's apart of my town i was raised in, but now cannot go shopping on that side because no-one speaks english..  when did i leave the usa?",0.3,-0.697944885179281,197,0,0,0.16667,"people form many countries coming to the united states for a better life. learning to speak english;being self supporting and becoming a citizen of the usa. flying one flag,keeping their history a part of their lives,but not forcing their way on everyone else..there's apart of my town i was raised in, but now cannot go shopping on that side because no-one speaks 
english..  when did i leave the usa?
",0.260541023,0.0300635499,0.7093954271,3,1,1,1,310,2,1,0,1,0,0,0,-0.238018027734369,NA,0.0203713036119703,226,0.451417291830541,0.293101835877158,0.5,10528,0.349750814368246,0.31753632252181,0.496741208869958,0.225962023692546
"200",6802,199,"illegal immigrants getting health, social security and ssi benefits when they have paid nothing into the system.  we need to make english the language of usa.",0.6,0.702742954458153,198,0,1,0.16667,"illegal immigrants getting health, social security and ssi benefits when they have paid nothing into the system.  we need to make english the language of usa.",0.2983798806,0.516077404,0.1855427155,2,2,1,2,348,0,0,2,2,0,0,0,0.234416590160445,0.585525747546643,0.500570971878762,89,0.35709722374616,0.326217088944883,2,10529,0.883839516084668,0.353155911921049,0.679517782402539,0.257434058570563
"201",6803,200,"that they are getting money that really could be used to help our poor here in the usa",0.4,-0.644601998576296,199,0,1,1,"that they are getting money that really could be used to help our poor here in the usa",0.3435858163,0.1911885177,0.465225666,3,1,1,0,121,0,0,0,1,0,0,0,-0.222105556945228,-0.00104945903221172,-0.0489496979873539,270,-0.361175868197115,0.321827134204174,0.5,10530,-0.0925069829839466,0.327239259050622,-0.253123547834256,0.244537834626646
"202",6804,201,"people entering without paperwork",0.2,-3.50276114606667,200,0,1,0.66667,"people entering without paperwork",0.2416120857,0.4564617339,0.3019261804,2,2,0,0,163,0,0,1,0,0,0,0,-1.17950319430281,-0.998430630175179,-1.13278199889591,225,-0.859112035749755,0.307960233756386,0.5,10531,-1.19787876849773,0.369213315599371,-1.05311048230194,0.251770853297454
"203",6805,202,"i think it is a double edged sword.",0.2,-3.44318393867843,201,0,0,0.333,"i think it is a double edged sword.",0.3352480203,0.1262467044,0.5385052752,3,1,0,0,82,0,0,0,0,0,0,0,-1.16436395727851,-1.32857361695996,-1.28956522770329,132,-0.885075394744166,0.333484754571113,0,10532,-0.908637328730748,0.337927396430276,-0.940026885461767,0.25722688776498
"204",6806,203,"no control.  us has lost all control.  not only illegel but drugs etc., etc. enter each day.",0.65,1.38356051766449,202,0,1,0,"no control.  us has lost all control.  not only illegel but drugs etc., etc. enter each day.",0.0935182278,0.8265772598,0.0799045125,2,2,0,0,272,0,0,1,1,0,0,0,0.46399903149695,0.982518271181356,0.763189697009616,206,0.837168802702311,0.303141400996162,1,10533,1.15968077959633,0.398189223270414,1.00371138766385,0.247734267435001
"205",6807,204,"i think of, first off, where i grew up. southern california is full of immigrants from much of south & central america.",0.15,-4.02386512083945,203,0,0,0,"i think of, first off, where i grew up. southern california is full of immigrants from much of south & central america.",0.4982084986,0.0678760004,0.4339155011,1,1,0,0,14,0,0,0,0,0,0,0,-1.3569013773939,-1.3751381765046,-1.43660934338084,136,-2.18670077501882,0.517302028124215,0,10534,-1.20769619084486,0.366855610303723,-1.78529131086012,0.326868905977495
"206",6808,205,"could continue to be a major disagreement amongst americans.",0.55,-0.822647052015032,204,0,1,0.333,"could continue to be a major disagreement amongst americans.",0.5173210969,0.2851089754,0.1975699278,1,1,0,0,405,0,0,1,1,0,0,0,-0.281725202916978,-0.646181285725981,-0.516459263073858,32,-0.392736383587806,0.325678456751436,1,10535,-0.846792058223629,0.331988257878249,-0.69982804267358,0.242357552707859
"207",6809,206,"close the borders",0.35,-1.78031974749103,205,0,0,1,"close the borders",0.6469712655,0.1396195362,0.2134091984,1,1,0,1,277,0,0,0,0,0,0,0,-0.599532680683005,0.105176566126122,-0.185315573771066,24,-1.43763983376731,0.468810977382207,0,10536,-0.607798431468553,0.339886979513248,-0.97701158356268,0.263073952348244
"208",6810,207,"english as primary language. equality for all.  traditions and customs. fear of the unknown",0.55,0.688871446545026,206,0,1,0.16667,"english as primary language
equality for all
traditions and customs
fear of the unknown",0.1810515145,0.237803906,0.5811445795,3,2,0,0,443,0,0,1,2,0,0,0,0.229700159027916,-0.302844824749332,-0.0893034129018769,46,0.497818286470019,0.304665649637782,1.5,10537,0.383344353000334,0.320552630175047,0.493619261069762,0.233969637808686
"209",6811,208,"bigger taxes. larger deficits. unfair amnesty. no social security $",0.7,2.23117669990414,207,0,1,1,"bigger taxes
larger deficits
unfair amnesty
no social security $",0.0863267413,0.8329117328,0.0807615259,2,2,0,1,202,0,0,2,2,0,0,0,0.75211105994462,0.403745108792134,0.548760099766751,15,0.775741435609203,0.320639002289236,2,10538,0.892145216341104,0.322224959693295,0.870328434561993,0.238536563562387
"210",6812,209,"crime, possible terrorists, taking jobs from citizens, not learning our language",0.85,4.28694452973467,208,0,1,0.66667,"crime, possible terrorists, taking jobs from citizens, not learning our language",0.0794990469,0.8185838895,0.1019170636,2,2,0,1,344,0,0,2,2,0,0,0,1.44076029552292,2.0474297936826,1.76406609291853,34,1.64650693738977,0.413832972641454,2,10539,1.52674120748328,0.413190478324237,1.794853258955,0.339390176779945
"211",6813,210,"i think with our (us) needing more  help here ,and less over seas  ,i think there should be a complet stop of letting people in the us so anyone of them cant kill anyone of us anymore.and all of our men and woman shoud be brought back to the us , instead of fighting a war we dont belong in ...",0.8,2.71466796344272,209,0,0,0.66667,"i think with our (us) needing more  help here ,and less over seas  ,i think there should be a complet stop of letting people in the us so anyone of them cant kill anyone of us anymore.and all of our men and woman shoud be brought back to the us , instead of fighting a war we dont belong in ...",0.232818088,0.0535655657,0.7136163463,3,1,0,1,364,0,0,1,1,0,0,0,0.914818505321235,0.447337383114166,0.758657261259224,149,0.384351050760036,0.292861822169376,1,10540,0.049934749835837,0.320437149458464,0.219950428228057,0.221542055637577
"212",6814,211,"illegal immagrants, refugees from other contries seeking assilum, border patrol",0.6,-0.241389744111722,210,0,0,1,"illegal immagrants, refugees from other contries seeking assilum, border patrol",0.6961716963,0.1265941064,0.1772341973,1,1,0,0,195,0,0,0,0,1,0,0,-0.084221529729346,-0.762652582761648,-0.45317703468822,83,0.365071920543224,0.27051667950483,0,10541,0.736415320584709,0.352678218651355,0.525543879972379,0.220966688829751
"213",6815,212,"strain on health care and education systems",0.7,1.54940504135891,211,0,0,0,"strain on health care and education systems",0.1370897874,0.7292652436,0.133644969,2,2,0,0,234,0,0,1,1,0,0,0,0.521413027920588,0.00467824673151066,0.221801056248082,255,0.456520636669487,0.306853240932114,1,10542,0.378770700704179,0.323355445053874,0.441300749557199,0.223379798222302
"214",6816,213,"jobs- healthcare- schools - gangs",0.7,2.76951382422654,212,0,1,0.66667,"jobs- healthcare- schools - gangs",0.0941265105,0.8215740555,0.084299434,2,2,0,0,191,0,0,1,2,0,0,0,0.932012379485421,0.947899892807289,0.932323664394551,166,0.636655839472472,0.303212045130824,1.5,10543,0.174739379283266,0.322270517234438,0.423555199467266,0.224147818675329
"215",6817,214,"mexicans working here and not paying taxes,fences won't work we need to go to a flat tax with a discount rate for seniors.",0.5,0.00178828767704426,213,0,0,1,"mexicans working here and not paying taxes,fences won't work we need to go to a flat tax with a discount rate for seniors.",0.5659373622,0.2933121564,0.1407504813,1,1,1,1,183,0,0,0,1,0,0,0,-0.00358556687985564,0.0819561841234097,0.0549171108242916,194,0.284433505340742,0.289809657270583,0.5,10544,0.617516823839748,0.332360136352358,0.522674419508322,0.226109085785202
"216",6818,215,"expense.  why we are not enforcing the laws we already have on the books. possibility of terrorists getting in more easily. why are we accomodating the aliens by printing things in other languages and having to push buttons to hear things in our own language.  why do we give free medical services to them when we can even take care of our own first. insurances going up to cover immigrants.  it seems that they are better accomodated than our own citizens. they are given rights, which they have not earned. i'm retired and i'm tired of costs going up because they are able to use and abuse our system to our debtrement.",0.85,5.10326897364987,214,0,0,1,"expense.  why we are not enforcing the laws we already have on the books. possibility of terrorists getting in more easily. why are we accomodating the aliens by printing things in other languages and having to push buttons to hear things in our own language.  why do we give free medical services to them when we can even take care of our own first. insurances going up to cover immigrants.  it seems that they are better accomodated than our own citizens. they are given rights, which they have not earned. i'm retired and i'm tired of costs going up because they are able to use and abuse our system to our debtrement.",0.2002125939,0.5186094297,0.2811779764,2,2,2,2,317,0,0,0,2,0,0,0,1.7165409929205,1.86657407152176,1.78763781143898,50,1.6379387773468,0.413299461271543,1,10545,1.66924029743367,0.439442504602833,1.62929015686452,0.305221413870323
"217",6819,216,"illegal immigrants and terrism",0.75,2.2769283410928,215,0,1,0.66667,"illegal immigrants and terrism",0.5189555422,0.2991502454,0.1818942124,1,1,0,0,426,0,0,1,1,0,0,0,0.765183066662515,1.18233505822475,0.988919340658591,86,0.102764515300743,0.297778530656106,1,10546,-0.229768976768191,0.322126570347122,-0.0536417605894271,0.23129720368463
"218",6820,217,"i want illegals gone.  they cost my husband his business.  they come here undercut the americans, and then raise their prices after they've driven hard working americans out of their jobs.",0.8,3.28688880658652,216,0,1,0.5,"i want illegals gone.  they cost my husband his business.  they come here undercut the americans, and then raise their prices after they've driven hard working americans out of their jobs.",0.1744415596,0.4539537951,0.3716046452,2,2,2,2,15,0,0,0,1,0,0,0,1.10811453425512,1.091430676036,1.09598609737953,153,1.03221842030096,0.337275265929386,0.5,10547,0.858285248504661,0.347098690567382,0.915163586787978,0.241317190174683
"219",6821,218,"poor people wanting a better life because their own country is so full of corruption. they have found it too easy to slip accross the border and our government must have some reasons for wanting them here to keep our wages lower. it has kept pur young from summer jobs. they are a major drain on our health care system as well as all the welfare that many get. i don't what the answer is to fixing the problem with the ones already here but amnesty as it was done the last time is not the answer either. i personally helped 3 women get their papers the last time and as far as i know only 1 became a citizen. i beleive they should all speak english and we shouldn't have to pay extra so they can learn. it should not be our job t learn spanish.",0.5,1.30362619052626,217,0,0,0.66667,"poor people wanting a better life because their own country is so full of 
corruption. they have found it too easy to slip accross the border and our government must have some reasons for wanting them here to keep our wages lower. it has kept pur young from summer jobs. they are a major drain on 
our health care system as well as all the welfare that many get. i don't what the answer is to fixing the problem with the ones already here but amnesty as it was done the last time is not the answer either. i personally helped 3 women get their papers the last time and as far as i know only 1 became a citizen. i beleive they should all speak english and we shouldn't have to pay extra so they can learn. it should not be our job t learn spanish.",0.2861115434,0.2958919709,0.4179964857,3,2,1,1,189,0,1,0,2,1,1,0,0.437263911833753,0.547999298375425,0.492968131377064,238,0.544857261613391,0.326415170167223,1,10548,0.459779295820397,0.325788346416034,0.510198840557496,0.233248538787515
"220",6822,219,"the government seems to think we need to give everybody a free ride even though they are here illegaly.  if all of the free medical care they recieve and all the other benefits they recieve was denieded them the legal americans like me could afford proper medical care, prescriptions amoung other things.",0.6,1.75781332339842,218,0,0,0,"the government seems to think we need to give everybody a free ride even though they are here illegaly.  if all of the free medical care they recieve and all the other benefits they recieve was denieded them the legal americans like me could afford proper medical care, prescriptions amoung other things.",0.1692690221,0.460239244,0.3704917339,2,2,1,2,263,0,0,0,1,0,0,0,0.592072026425257,0.414796876725583,0.502834646079383,283,0.45984494831833,0.288141710194311,0.5,10549,0.954741839251834,0.34346994613981,0.677284596039033,0.231945060416781
"221",6823,220,"people coming from another country",0.2,-3.87293312982529,219,0,0,1,"people coming from another country",0.3349906433,0.0969010268,0.5681083299,3,1,0,0,439,0,0,0,0,0,0,0,-1.30526377888587,-1.33819508778009,-1.37563281608562,219,-1.14438977462833,0.339332864597968,0,10550,-1.82111708029028,0.45901819814317,-1.5292973619642,0.283794933909863
"222",6824,221,"mexico, fences, death",0.4,-0.873355429953467,220,0,0,0.333,"mexico, fences, death",0.5027622227,0.1098631971,0.3873745802,1,1,0,0,382,0,0,1,1,0,0,0,-0.299451297622903,0.310150266787817,0.0741948384953395,196,0.404416692779544,0.287038279185375,1,10551,0.157358199110036,0.321320822725558,0.314530761561836,0.21421421871416
"223",6825,222,"i'm a painting contractor and worry about lower painting wages which translates to cheaper costs overall.  i cannot do jobs as cheaply, while providing my own health care and day to day living expenses.",0.8,4.59881080631994,221,0,1,1,"i'm a painting contractor and worry about lower painting wages which translates to cheaper costs overall.  i cannot do jobs as cheaply, while providing my own health care and day to day living expenses.",0.1149103756,0.776068698,0.1090209264,2,2,0,0,291,0,0,1,2,0,0,0,1.55154638758767,0.629059377959705,1.06023747696772,112,0.407049533322438,0.261977573285327,1.5,10552,0.828666318357258,0.330819029046358,0.640840294336158,0.220093172970379
"224",6826,223,"illegal aliens, national security, the border with mexico",0.6,1.99527665197411,222,0,0,0.833,"illegal aliens, national security, the border with mexico",0.7819581814,0.0990381519,0.1190036667,1,1,0,0,334,0,0,1,1,0,0,0,0.673683383286197,0.226866280404187,0.44320222080421,79,0.363063414170439,0.286031593855441,1,10553,0.484732510850584,0.325053261300053,0.444780666883641,0.218488744147523
"225",6827,224,"violence, social security, welfare",0.95,4.45079618899511,223,0,1,0.16667,"violence, social security, welfare",0.1064313216,0.7917360069,0.1018326715,2,2,0,0,153,0,0,1,2,0,0,0,1.4930666948143,0.843579149162967,1.03284720509721,312,1.00184312862345,0.324156424099495,1.5,10554,0.744106225391,0.312809918355743,0.937778556531639,0.230025063307
"226",6828,225,"illegal immigrants coming into our country. illegal immigrants being a artificially low wage earner which takes away jobs that could go to americans. illegal immigrants working here but not paying their fair share of taxes since it is in large part an underground cash based society",0.8,3.11057601227354,224,0,1,0.66667,"illegal immigrants coming into our country.
illegal immigrants being a artificially low wage earner which takes away jobs that could go to americans.
illegal immigrants working here but not paying their fair share of taxes since it is in large part an underground ""cash based"" society",0.4533309721,0.4123937902,0.1342752377,1,1,0,1,247,0,0,1,1,0,0,0,1.04928075303485,0.776532230706155,0.926023108509959,88,2.17382203360658,0.529120684761471,1,10555,1.10774416243554,0.355971332530556,1.64333671300744,0.332087103294385
"227",6829,226,"the over-hyped concern over a relatively minor problem concerns me.",0.2,-3.06607026460761,225,0,1,0,"the over-hyped concern over a relatively minor problem concerns me.",0.6502524805,0.1626716545,0.187075865,1,1,0,0,279,0,0,1,1,0,2,0,-1.03828693392142,-2.01714935442879,-1.53613927124233,290,-0.771534245473757,0.32940264922998,1,10556,-1.13300544525836,0.387396899699,-0.817101788579473,0.253059672946825
"228",6830,227,"people should be allowed to come over here, but there should be some guidelines.",0.2,-3.69684882757267,226,0,0,0,"people should be allowed to come over here, but there should be some guidelines.",0.379399101,0.0878480272,0.5327528718,3,1,0,0,231,0,0,0,0,0,0,1,-1.24809285136761,-0.649967833893728,-0.861702239322139,233,-0.772160530165976,0.30509979917203,0,10557,-1.09445625376568,0.455781205291243,-0.894988990480425,0.269775078244103
"229",6831,228,"social security, jobs, health care.",0.4,0.516525201731082,227,0,0,0.66667,"social security, jobs, health care.",0.1462242883,0.7450227192,0.1087529925,2,2,0,0,379,0,0,1,2,0,0,0,0.171422596796416,-0.292447128124122,-0.0173139378323911,252,0.398415032253319,0.293073190427643,1.5,10558,-0.280081758415069,0.313072492423153,0.0948919938401323,0.230707872483206
"230",6832,229,"crime rate, illegal immigration,",0.8,2.66398070636563,228,0,1,0.833,"crime rate, illegal immigration,",0.3491154261,0.5233975026,0.1274870713,2,2,0,0,355,0,0,1,1,0,0,0,0.896359409289464,0.718313809485978,0.868334672948559,35,0.245814447336435,0.306147078608813,1,10559,0.24043610209865,0.316672239753864,0.286695689462623,0.232971681250611
